from_machine,to_machine,with_handling_sec
M99,M79,263.891
M99,M80,274.891
M99,M81,274.899
M99,M82,285.899
M99,M83,291.283
M99,M84,302.283
M99,M85,313.283
M99,M86,276.875
M99,M87,287.875
M99,M88,298.875
M99,M89,309.875
M99,M90,313.291
M99,M91,292.499
M99,M92,303.499
M99,M93,314.499
M99,M94,325.499
M99,M95,336.499
M99,M96,195.691
M99,M97,206.691
M99,M98,217.691
M99,M100,31.0
M100,M1,88.545
M100,M2,99.545
M100,M3,110.545
M100,M4,121.545
M100,M5,132.545
M100,M6,162.138
M100,M7,159.938
M100,M8,170.938
M100,M9,181.938
M100,M10,126.938
M100,M11,106.145
M100,M12,117.145
M100,M13,128.145
M100,M14,139.145
M100,M15,150.145
M100,M16,179.738
M100,M17,177.538
M100,M18,188.538
M100,M19,199.538
M100,M20,144.538
M100,M21,123.745
M100,M22,134.745
M100,M23,145.745
M100,M24,156.745
M100,M25,167.745
M100,M26,197.338
M100,M27,195.138
M100,M28,206.138
M100,M29,217.138
M100,M30,162.138
M100,M31,141.345
M100,M32,152.345
M100,M33,163.345
M100,M34,174.345
M100,M35,185.345
M100,M36,214.938
M100,M37,212.738
M100,M38,223.738
M100,M39,234.738
M100,M40,179.738
M100,M41,158.945
M100,M42,169.945
M100,M43,180.945
M100,M44,191.945
M100,M45,202.945
M100,M46,232.538
M100,M47,243.538
M100,M48,254.538
M100,M49,265.538
M100,M50,276.538
M100,M51,211.099
M100,M52,222.099
M100,M53,233.099
M100,M54,244.099
M100,M55,255.099
M100,M56,255.091
M100,M57,266.091
M100,M58,277.091
M100,M59,288.091
M100,M60,249.491
M100,M61,228.699
M100,M62,239.699
M100,M63,250.699
M100,M64,261.699
M100,M65,272.699
M100,M66,301.075
M100,M67,300.091
M100,M68,311.091
M100,M69,322.091
M100,M70,267.091
M100,M71,246.299
M100,M72,257.299
M100,M73,268.299
M100,M74,279.299
M100,M75,290.299
M100,M76,219.891
M100,M77,230.891
M100,M78,241.891
M100,M79,252.891
M100,M80,263.891
M100,M81,263.899
M100,M82,274.899
M100,M83,280.283
M100,M84,291.283
M100,M85,302.283
M100,M86,265.875
M100,M87,276.875
M100,M88,287.875
M100,M89,298.875
M100,M90,302.291
M100,M91,281.499
M100,M92,292.499
M100,M93,303.499
M100,M94,314.499
M100,M95,325.499
M100,M96,184.691
M100,M97,195.691
M100,M98,206.691
M100,M99,217.691
