op_uid,lot_id,step_no,machine_type,machine,machine_group,bay,prev_bay,prev_machine,planned_travel_sec,ready_at_machine_sec,start_sec,end_sec,planned_proc_sec,machine_wait_sec,release_time
18880,L00761,3,PHOTO,M23,PHOTO_A,Bay3,Bay9,M82,256.738,60069.802999999985,63306.0,63568.5,262.5,3236.1970000000147,58759.005
19836,L00592,27,IMP,M18,IMP_A,Bay2,Bay2,M13,93.592,63306.901999999995,63306.901999999995,63448.651999999995,141.75,0.0,36204.848999999995
19822,L00704,14,METRO,M39,METRO_B,Bay4,Bay4,M37,42.0,63202.020000000004,63308.706000000006,63553.206000000006,244.5,106.68600000000151,50497.47099999999
19840,L00740,8,CMP,M84,CMP_D,Bay9,Bay8,M80,86.992,63313.831999999995,63313.831999999995,63576.331999999995,262.5,0.0,56419.577999999994
19801,L00632,21,IMP,M70,IMP_C,Bay7,Bay4,M34,233.53,63315.38899999999,63315.38899999999,63784.13899999999,468.75,0.0,41964.89599999999
19802,L00791,2,CVD,M31,CVD_B,Bay4,Bay9,M85,232.538,63317.09599999998,63317.09599999998,63928.34599999998,611.25,0.0,62870.05799999998
19826,L00598,24,ETCH,M50,ETCH_B,Bay5,Bay5,M43,115.592,63285.092,63318.361,63489.361,171.0,33.26900000000023,37147.46399999999
19809,L00591,27,IMP,M89,IMP_E,Bay9,Bay7,M62,207.561,63318.51200000001,63318.51200000001,63460.26200000001,141.75,0.0,36087.386000000006
18883,L00555,29,PHOTO,M73,PHOTO_D,Bay8,Bay7,M66,80.392,59902.31499999999,63321.75,63515.25,193.5,3419.435000000012,31288.75
19806,L00590,27,IMP,M80,IMP_D,Bay8,Bay4,M31,218.13,63323.971,63323.971,63465.721,141.75,0.0,36068.06399999999
19854,L00505,36,ETCH,M55,ETCH_C,Bay6,Bay6,M53,42.0,63307.5,63326.75,63516.5,189.75,19.25,26204.269
19794,L00714,11,CVD,M12,CVD_A,Bay2,Bay5,M48,261.699,63327.791,63327.791,63819.041,491.25,0.0,52320.873999999996
19820,L00540,32,IMP,M88,IMP_E,Bay9,Bay7,M64,174.561,63327.797999999995,63327.797999999995,63501.797999999995,174.0,0.0,30300.175
19825,L00630,22,CMP,M37,CMP_B,Bay4,Bay2,M18,164.984,63333.66999999999,63340.020000000004,63520.020000000004,180.0,6.350000000013097,41716.744
19812,L00601,24,ETCH,M3,ETCH_A,Bay1,Bay8,M74,217.138,63340.888,63340.888,63511.888,171.0,0.0,37430.186
19828,L00745,6,ETCH,M1,ETCH_A,Bay1,Bay10,M95,162.138,63345.522,63345.522,63485.022,139.5,0.0,57151.547
19832,L00708,13,CMP,M36,CMP_B,Bay4,Bay2,M19,156.184,63355.498,63355.498,63557.998,202.5,0.0,51435.984999999986
19845,L00636,19,METRO,M40,METRO_B,Bay4,Bay4,M33,115.592,63357.513999999996,63357.513999999996,63539.013999999996,181.5,0.0,42371.401999999995
19824,L00584,28,CMP,M8,CMP_A,Bay1,Bay9,M90,188.538,63353.493,63358.335999999996,63791.835999999996,433.5,4.842999999993481,35223.065
18908,L00683,15,PHOTO,M21,PHOTO_A,Bay3,Bay8,M77,191.945,60099.636,63358.5,63749.25,390.75,3258.8640000000014,47347.67
19816,L00624,22,CMP,M9,CMP_A,Bay1,Bay9,M88,221.538,63363.45499999999,63363.45499999999,63543.45499999999,180.0,0.0,40867.252
19844,L00496,39,IMP,M19,IMP_A,Bay2,Bay1,M5,128.577,63363.753,63363.753,63572.253,208.5,0.0,24581.26
19852,L00633,21,IMP,M26,IMP_B,Bay3,Bay4,M34,101.538,63364.89699999999,63364.89699999999,63833.64699999999,468.75,0.0,42058.406
19829,L00546,31,CVD,M82,CVD_D,Bay9,Bay6,M58,122.192,63307.034,63365.691,63846.441,480.75,58.65699999999924,30951.806
19849,L00706,13,CMP,M85,CMP_D,Bay9,Bay7,M70,115.592,63367.515999999996,63367.515999999996,63570.015999999996,202.5,0.0,50957.15499999999
19827,L00500,36,ETCH,M4,ETCH_A,Bay1,Bay8,M71,195.138,63367.638,63367.638,63557.388,189.75,0.0,25299.582
19853,L00531,34,IMP,M100,IMP_F,Bay10,Bay10,M94,104.592,63368.281999999985,63368.281999999985,63504.781999999985,136.5,0.0,29349.856
19818,L00499,37,METRO,M76,METRO_C,Bay8,Bay5,M47,230.338,63377.949,63377.949,63542.199,164.25,0.0,25077.541
19839,L00600,24,ETCH,M47,ETCH_B,Bay5,Bay5,M42,93.592,63319.342,63379.111,63550.111,171.0,59.76900000000023,37260.740999999995
19823,L00534,33,METRO,M75,METRO_C,Bay8,Bay3,M27,235.945,63399.462,63399.462,63591.462,192.0,0.0,29615.51
19833,L00550,30,ETCH,M49,ETCH_B,Bay5,Bay3,M23,205.361,63404.861,63404.861,63938.861,534.0,0.0,31243.01
19837,L00634,20,CVD,M81,CVD_D,Bay9,Bay3,M30,176.545,63398.943999999996,63412.869,63577.869,165.0,13.92500000000291,42246.806
19838,L00597,26,CVD,M15,CVD_A,Bay2,Bay10,M97,183.145,63408.087999999996,63418.014,63692.514,274.5,9.926000000006752,36928.436
19821,L00642,17,ETCH,M5,ETCH_A,Bay1,Bay8,M72,261.138,63420.888,63420.888,63524.388,103.5,0.0,42964.664
18933,L00561,29,PHOTO,M72,PHOTO_D,Bay8,Bay1,M10,205.145,60212.08399999999,63422.25,63615.75,193.5,3210.166000000012,32097.88
19860,L00639,18,CVD,M63,CVD_C,Bay7,Bay6,M58,58.392,63346.734,63422.988,63587.238,164.25,76.25400000000081,42819.547
19868,L00541,31,CVD,M61,CVD_C,Bay7,Bay5,M50,106.145,63424.505999999994,63424.505999999994,63905.255999999994,480.75,0.0,30503.748000000003
19859,L00498,39,IMP,M25,IMP_B,Bay3,Bay1,M4,127.369,63407.856999999996,63426.439999999995,63634.939999999995,208.5,18.58299999999872,24859.934
19834,L00495,39,IMP,M87,IMP_E,Bay9,Bay5,M49,223.738,63427.456,63427.456,63635.956,208.5,0.0,24529.636
19819,L00750,5,METRO,M78,METRO_C,Bay8,Bay5,M45,279.73,63431.249,63431.249,63669.749,238.5,0.0,57508.132999999994
18920,L00762,3,PHOTO,M54,PHOTO_C,Bay6,Bay4,M32,232.538,60201.979,63432.0,63694.5,262.5,3230.0210000000006,58816.38
19842,L00593,26,CVD,M35,CVD_B,Bay4,Bay3,M28,80.392,63313.741,63452.971999999994,63727.471999999994,274.5,139.2309999999925,36319.771
19855,L00554,30,ETCH,M58,ETCH_C,Bay6,Bay6,M51,115.592,63384.842,63455.592,63989.592,534.0,70.75,31296.346999999998
19880,L00535,34,IMP,M99,IMP_F,Bay10,Bay10,M95,82.592,63457.975999999995,63457.975999999995,63594.475999999995,136.5,0.0,29569.715
19871,L00543,31,CVD,M62,CVD_C,Bay7,Bay6,M55,138.584,63465.334,63465.334,63946.084,480.75,0.0,30792.254
18940,L00718,9,PHOTO,M44,PHOTO_B,Bay5,Bay1,M7,172.792,60196.977000000006,63469.5,63718.5,249.0,3272.5229999999938,52883.59899999999
19869,L00746,7,IMP,M17,IMP_A,Bay2,Bay1,M1,150.577,63470.087,63470.087,63657.587,187.5,0.0,57024.653000000006
19897,L00795,1,CMP,M66,CMP_C,Bay7,ENTRY,ENTRY,0.0,63460.237,63475.393,63689.893,214.5,15.155999999995402,63460.237
18913,L00551,29,PHOTO,M24,PHOTO_A,Bay3,Bay1,M8,126.592,60058.389,63477.0,63670.5,193.5,3418.610999999997,31334.537999999997
19831,L00640,18,CVD,M14,CVD_A,Bay2,Bay10,M93,221.538,63415.022,63480.585,63644.835,164.25,65.56300000000192,42922.406
19864,L00536,33,METRO,M96,METRO_D,Bay10,Bay7,M69,173.784,63481.208999999995,63481.208999999995,63673.208999999995,192.0,0.0,29760.654
19866,L00711,12,IMP,M79,IMP_D,Bay8,Bay7,M61,172.577,63482.661,63482.661,63864.411,381.75,0.0,51864.666
19851,L00758,4,ETCH,M50,ETCH_B,Bay5,Bay3,M24,205.361,63467.861,63489.361,64132.861,643.5,21.5,58449.255
19887,L00539,32,IMP,M18,IMP_A,Bay2,Bay2,M15,71.592,63489.606,63489.606,63663.606,174.0,0.0,30251.619000000002
19870,L00545,30,ETCH,M93,ETCH_D,Bay10,Bay8,M73,175.984,63497.734,63497.734,64031.734,534.0,0.0,30944.112
19862,L00587,28,CMP,M7,CMP_A,Bay1,Bay3,M27,208.13,63513.397,63513.397,63946.897,433.5,0.0,35713.598999999995
19856,L00585,28,CMP,M83,CMP_D,Bay9,Bay3,M26,242.545,63514.808,63514.808,63948.308,433.5,0.0,35524.63499999999
18936,L00556,29,PHOTO,M73,PHOTO_D,Bay8,Bay4,M37,196.345,60211.365999999995,63515.25,63708.75,193.5,3303.8840000000055,31526.805
19886,L00637,20,CVD,M33,CVD_B,Bay4,Bay3,M30,75.992,63489.50199999999,63516.422,63681.422,165.0,26.92000000000553,42612.656
19889,L00710,12,IMP,M69,IMP_C,Bay7,Bay7,M63,104.592,63527.579999999994,63527.579999999994,63909.329999999994,381.75,0.0,51798.244999999995
18944,L00608,23,PHOTO,M51,PHOTO_C,Bay6,Bay4,M36,150.145,60185.93099999999,63531.75,64208.25,676.5,3345.8190000000104,38649.594000000005
19876,L00707,14,METRO,M28,METRO_A,Bay3,Bay1,M8,175.984,63534.31999999999,63534.31999999999,63778.81999999999,244.5,0.0,51126.234999999986
19890,L00744,8,CMP,M37,CMP_B,Bay4,Bay3,M25,110.977,63537.416999999994,63537.416999999994,63799.916999999994,262.5,0.0,57006.382999999994
19841,L00747,6,ETCH,M57,ETCH_C,Bay6,Bay10,M96,310.091,63537.447,63537.447,63676.947,139.5,0.0,57224.594
19843,L00643,17,ETCH,M6,ETCH_A,Bay1,Bay3,M22,209.122,63443.872,63539.872,63643.372,103.5,96.0,43100.537
19858,L00596,26,CVD,M65,CVD_C,Bay7,Bay8,M78,268.522,63548.878,63548.878,63823.378,274.5,0.0,36815.079999999994
19879,L00635,21,IMP,M86,IMP_E,Bay9,Bay7,M62,174.561,63549.51200000001,63549.51200000001,64018.26200000001,468.75,0.0,42190.88599999999
19902,L00759,4,ETCH,M47,ETCH_B,Bay5,Bay5,M44,71.592,63541.092,63550.111,64193.611,643.5,9.019000000000233,58636.956000000006
19895,L00638,19,METRO,M39,METRO_B,Bay4,Bay4,M35,82.592,63535.56399999999,63553.206000000006,63734.706000000006,181.5,17.642000000014377,42603.114
19881,L00743,8,CMP,M10,CMP_A,Bay1,Bay9,M87,177.538,63556.528,63556.528,63819.028,262.5,0.0,56818.729999999996
18942,L00646,16,PHOTO,M43,PHOTO_B,Bay5,Bay3,M24,164.984,60193.484,63560.25,63666.75,106.5,3366.7660000000033,43210.227999999996
19877,L00716,10,ETCH,M55,ETCH_C,Bay6,Bay3,M21,206.138,63564.638,63564.638,63731.888,167.25,0.0,52565.287
19918,L00594,27,IMP,M27,IMP_B,Bay3,Bay4,M33,51.792,63568.214,63568.214,63709.964,141.75,0.0,36638.955
18961,L00645,16,PHOTO,M23,PHOTO_A,Bay3,Bay6,M51,333.738,60428.238,63568.5,63675.0,106.5,3140.2620000000024,43182.77099999999
19900,L00590,28,CMP,M85,CMP_D,Bay9,Bay8,M80,97.992,63563.712999999996,63570.015999999996,64003.515999999996,433.5,6.302999999999884,36068.06399999999
19848,L00793,2,CVD,M11,CVD_A,Bay2,Bay7,M67,191.945,63442.51499999999,63570.49199999999,64181.74199999999,611.25,127.97699999999895,63036.06999999999
19907,L00538,32,IMP,M19,IMP_A,Bay2,Bay2,M14,93.592,63574.176999999996,63574.176999999996,63748.176999999996,174.0,0.0,30113.304
19861,L00717,10,ETCH,M3,ETCH_A,Bay1,Bay6,M52,287.538,63576.288,63576.288,63743.538,167.25,0.0,52798.244999999995
19913,L00540,33,METRO,M95,METRO_D,Bay10,Bay9,M88,80.392,63582.189999999995,63582.189999999995,63774.189999999995,192.0,0.0,30300.175
19896,L00715,11,CVD,M63,CVD_C,Bay7,Bay6,M58,58.392,63513.984,63587.238,64078.488,491.25,73.25400000000081,52306.099
19912,L00502,37,METRO,M98,METRO_D,Bay10,Bay10,M93,93.592,63587.575999999994,63587.575999999994,63751.825999999994,164.25,0.0,25970.099
19882,L00501,37,METRO,M94,METRO_D,Bay10,Bay5,M47,224.945,63604.056,63604.056,63768.306,164.25,0.0,25843.618000000002
19863,L00641,17,ETCH,M59,ETCH_C,Bay6,Bay3,M23,299.53,63605.53,63605.53,63709.03,103.5,0.0,42889.420999999995
19892,L00751,5,METRO,M76,METRO_C,Bay8,Bay6,M57,166.969,63609.049,63609.049,63847.549,238.5,0.0,57603.86
18978,L00647,16,PHOTO,M72,PHOTO_D,Bay8,Bay8,M74,118.784,60274.784,63615.75,63722.25,106.5,3340.9660000000003,43395.399
18954,L00506,35,PHOTO,M42,PHOTO_B,Bay5,Bay3,M27,115.592,60178.876999999986,63616.5,63831.0,214.5,3437.623000000014,26323.119000000002
19942,L00634,21,IMP,M80,IMP_D,Bay8,Bay9,M81,40.792,63618.661,63618.661,64087.411,468.75,0.0,42246.806
19933,L00708,14,METRO,M40,METRO_B,Bay4,Bay4,M36,64.0,63621.998,63621.998,63866.498,244.5,0.0,51435.984999999986
19894,L00592,28,CMP,M38,CMP_B,Bay4,Bay2,M18,175.984,63624.63599999999,63624.63599999999,64058.13599999999,433.5,0.0,36204.848999999995
18984,L00504,35,PHOTO,M22,PHOTO_A,Bay3,Bay8,M80,169.945,60341.481999999996,63625.5,63840.0,214.5,3284.0180000000037,26013.369000000002
19883,L00748,6,ETCH,M5,ETCH_A,Bay1,Bay8,M75,241.338,63628.425,63628.425,63767.925,139.5,0.0,57369.84799999999
19899,L00628,22,CMP,M36,CMP_B,Bay4,Bay2,M17,171.369,63636.622,63636.622,63816.622,180.0,0.0,41479.62100000001
19891,L00602,24,ETCH,M56,ETCH_C,Bay6,Bay6,M54,60.592,63492.592,63638.972,63809.972,171.0,146.38000000000466,37739.936
19893,L00595,26,CVD,M81,CVD_D,Bay9,Bay3,M28,198.545,63643.394,63643.394,63917.894,274.5,0.0,36734.14
19884,L00503,37,METRO,M97,METRO_D,Bay10,Bay5,M49,254.538,63648.006,63648.006,63812.256,164.25,0.0,26091.628
19914,L00749,6,ETCH,M4,ETCH_A,Bay1,Bay10,M98,143.545,63648.193999999996,63648.193999999996,63787.693999999996,139.5,0.0,57412.134
19007,L00682,15,PHOTO,M53,PHOTO_C,Bay6,Bay3,M30,145.745,60409.443999999996,63656.25,64047.0,390.75,3246.806000000004,47162.57
19904,L00507,36,ETCH,M6,ETCH_A,Bay1,Bay3,M24,187.122,63664.122,63664.122,63853.872,189.75,0.0,26426.688000000002
18967,L00644,16,PHOTO,M43,PHOTO_B,Bay5,Bay8,M72,309.538,60437.788,63666.75,63773.25,106.5,3228.9619999999995,43278.026999999995
19909,L00745,7,IMP,M20,IMP_A,Bay2,Bay1,M1,183.577,63668.598999999995,63668.598999999995,63856.098999999995,187.5,0.0,57151.547
18965,L00687,15,PHOTO,M24,PHOTO_A,Bay3,Bay10,M98,178.745,60297.24299999999,63670.5,64061.25,390.75,3373.2570000000123,47768.66399999999
